id,clean_content,label
6949,nyakar tangan sendiri nyata sakit,Terindikasi Self-Harm
6950,lanjut qrtnya rasa serba salah pasti pernah kala gue sakit diri sendiri menang gue lupa kapan nyakitinnha bukan cara silet nge cut tangan gue nyakar diri sendiri no one noticed ofc gue,Terindikasi Self-Harm
6951,aku dulu suka nyakarin tangan sendiri terus tak akalin tiap kuku mulai panjang langsung potong selalu pakai baju lengan panjang biar tangan enggak gemesan pengin nyakar suka enggak sadar kalo nyakar nyakar tangan sendiri hihi,Terindikasi Self-Harm
6952,habis nyakar tangan sendiri saking kesel,Terindikasi Self-Harm
6953,daks aku kalo kesel suka bagaimana kayak sakit diri sendiri contoh aku tadi kesel sama orang terus aku nyakar tangan aku,Terindikasi Self-Harm
6954,akhir sender kalo rasa sakit hati jadi suka kayak jedotin diri tembok jadi suka nyakar tangan sendiri kalau enggak kayak ngeganjel,Terindikasi Self-Harm
6955,selfharm enggak sih gue kadang diam netralin detak jantung tarik nafas kalo enggak tahan gue suka nyakar tangan sendiri merah merah enggak diam bahkan jedotin kepala biar lupa banyak cara orang buat redain anxiety panic attack,Terindikasi Self-Harm
6956,nyakar tangan sendiri darah mulai enggak stabil,Terindikasi Self-Harm
6957,tadi malam aku jambak jambak rambut nyakar tangan dada mukul mukul kepala sendiri hampir mau jedotin kepala tembok rasa capek banget,Terindikasi Self-Harm
6958,pernah pukul kepala jenggutin rambut nyakar tangan kaki cubit diri sendiri pernah wkwk,Terindikasi Self-Harm
6959,aku pas marah nyakar nyakar tangan sendiri merah also me sakit anjir,Terindikasi Self-Harm
6960,bilang gue bego memang enak mukulin kepala mukulin dada nyakar tangan sendiri,Terindikasi Self-Harm
6961,tau si h gue tadi nyakar tangan gue sendiri merah untung enggak darah i regret bro im crying rn like why did i,Terindikasi Self-Harm
6962,sulit tahan amarah lampias jadi nyakiti diri sendiri benar benar sakit anjing enggak sadar tibatiba nyakar tangan bekas nya babi banget,Terindikasi Self-Harm
6963,tuju punya kuku panjang wkwk buat nyakar tangan sendiri kalo emosi,Terindikasi Self-Harm
6964,kalau mau bersihinnya sama groomer memang kena biaya kalo mau bersihin sendiri penting kuku kucing enggak panjang jadi enggak nyakar kekep kucing pakai lengan terus pegang daun telinga tangan satu pegang cotton bud,Non Self-Harm
6965,mukulin tangan tembok sama nyakar diri sendiri sih benar out of control banget soal menang wkwk enggak jelas banget alhamdulillah sekarang deh offline deh waras,Terindikasi Self-Harm
6966,gantung orang tua sikap aku punya saudara abk telaten kalau ngamuk orang tua adik turun tangan sendiri kenal anak abk ignorant banget anak ngamuk nyakar anak kan beda doang,Non Self-Harm
6967,potong rambut sih terus kadang suka nyakar tangan sendiri darah,Terindikasi Self-Harm
6968,allah gue tbtb nyakar tangan sendiri pas anxiety gue kambuh anjeng sih kok begini,Terindikasi Self-Harm
6969,ngecengkram nyakar tangan sendiri are my own way decrease the pain,Terindikasi Self-Harm
6970,gua kalau emosi banget lukain diri sendiri contoh nih kuku gua kan panjang gua buat nyakar tangan kadang darah,Terindikasi Self-Harm
6971,hampir nyakar tangan sendiri,Terindikasi Self-Harm
6972,banyak ketawa gigit nyakar tangan sendiri,Terindikasi Self-Harm
6973,mostly kata psikolog inti kerna dulu ku sempat pernah ngalamin sama enggak beset cuma suka nonjok tembok sama nyakar tangan sendiri btw ku hapus deh takut sih orang baca takut rasa sindir bagaimana,Terindikasi Self-Harm
6974,ninju tembok nyakar tangan sendiri mukulin kepala tampar diri sendiri,Terindikasi Self-Harm
6975,t gue self harm terekstrim gue pernah coba nyakar tangan sendiri kesel cuma sekali pas sama apa sekarang kalo sedih cuma kayak ken doang enggak laku kok,Terindikasi Self-Harm
6976,pernah kalo marah enggak sedih lah nyakar tangan sendiri merah,Terindikasi Self-Harm
6977,tangan gue perih banget nyakar diri sendiri bangsat,Terindikasi Self-Harm
6978,nyakar tangan sendiri enggak apa kan,Terindikasi Self-Harm
6979,baru sadar rambut makin tipis suka rontok bagaimana enggak tiap emosi pelampiasanya kalau enggak jambak rambut sendiri nyakar tangan,Terindikasi Self-Harm
6980,punya banyak teman buat cerita temn benar benar percaya tetap kalau maslh berat tuh enggak mau cerita alih self harm trlambat bagus psikolog sih jangan kayak aku pernah nyakar tangan sendiri hihihi,Terindikasi Self-Harm
6981,aku pernah begini jangan enggak pegang apa akhir nyakar tangan sendiri sakit banget rasa sekarang,Terindikasi Self-Harm
6982,cara biar enggak nyakar tangan sendiri pas sedih marah bagaimana deh makin lama makin banyak luka tangan ku,Terindikasi Self-Harm
6983,nyakar tangan sendiri feels sok,Terindikasi Self-Harm
6984,tau self harm gue kalo marah goblok goblokin orang tua biasa suka nyakar nyakar tangan sendiri pelan pelan dalem nyakarnya luka enggak sadar serius,Terindikasi Self-Harm
6985,aku enggak tahan emosi tahan enggak aku luapin oranglain aku luapinnya diri sendiri nyakar tangan sendiri tau darah,Terindikasi Self-Harm
6986,nyakar tangan sendiri,Terindikasi Self-Harm
6987,jujur enggak tau gue kalo ngeluapin emosi jadi sering nyakar tangan sendiri,Terindikasi Self-Harm
6988,aku kalo panik gigitin kuku sama nyakar tangan sendiri,Terindikasi Self-Harm
6989,tadi habis nyakar diri sendiri darah sebel aku deh ngangkat tangan buat jawab tanya guru malah temenku terus panggil buat jawab,Terindikasi Self-Harm
6990,gue suka nonjok muka gue bonyok ngerokok jambak rambut nyakar tangan sendiri gue suka lagi enggak bikin gue senang jadi biar gue cari rasa senang gue sendiri,Terindikasi Self-Harm
6991,aku satu stengah tahun struggle buat lepas bayang bayang pernah self injured nyakar tangan sendiri muncul mimpi pas bangun otomatis dada sek sakit mood langsung hancur hari enggak pengin ngapa kapai,Terindikasi Self-Harm
6992,kak yoon aku mukul kepala capek banget dengar suruh ling benta aku enggak tahan emosi kak yoon aku pura pura toilet buat cuci tangan padahal aku tahan emosi sana biar enggak mukul kepala kak yoon aku bahkan nyakar diri sendiri kayak kucing waktu,Terindikasi Self-Harm
6993,capek banget baru sadar tangan gue penuh cakar wkwkwk nyata sering nyakar diri sendiri positif cvd sakit banget dalem badan huf enggak kuat,Terindikasi Self-Harm
6994,kalo sedih apa capek nontonin terus overthinking anxiety sama kalo emosi suka mukul kalo enggak mukul ngejambak rambut sendiri terus nyakar tangan,Terindikasi Self-Harm
6995,kadang cerita teman kalo enggak ada percaya ngedumel notes twt private acc menang kadang nyakar cubit tangan sendiri,Terindikasi Self-Harm
6996,buat aku pikir sekarang pas menang aku coba ngelukain diri sendiri but enggak terlalu buruk aku cuman nyakar tangan aku sendiri lumanyan banyak bekas nya enggak tau kayak posisi aku benar benar benci banget sama diri sendiri,Terindikasi Self-Harm
6997,enggak sengaja nyakar tangan sendiri darah,Non Self-Harm
6998,sadar enggak cuma hantam kepala gue pakai tangan kadang mukul kaki nyakar badan sendiri sering tampar diri sendiri serius jelek banget laku gue coba gue kurang kontrol emosi,Terindikasi Self-Harm
6999,suka nyakar diri banyak kaki sama tangan biasa baru bulan sih kadang kalo biasa mau menang enggak bisa menang jadi cakar diri sendiri lampias,Terindikasi Self-Harm
7000,sering overthinking nethink suka salah diri sendiri biasa kalo kuku gue suka nyakar belakang leher tangan,Terindikasi Self-Harm
7001,jujur pas sedihsedihnya sakit ati banget obat nya nyakar tangan sendiri jadi kayak biar lupa kalo sakit ati jadi fokus tangan wajar enggak sih,Terindikasi Self-Harm
7002,tetiba nyakar diri gua sendiri tangan kanan gua baret semua sakit tang gua ngurangi rasa cemas gua gua malah takut sama diri sendiri akhir gua pakai gelang karet buat ganti acara cakar cakar hari,Terindikasi Self-Harm
7003,tahap benar tiap hari tuh self blaming menang tiap malam terus berani self harm enggak cutting sih soal aku sadar aku takut wkwkwk jadi ngeluapinnya nyakar tangan sendiri beberapa bekas,Terindikasi Self-Harm
7004,entah berapa kali berani laku bodoh kayak cutting mungkin nyakar tangan sendiri nonjok tembok jedot kepala sendiri jambak rambut saking gregetannya bagaimana memang puas habis situ cuman lama rasa sakit wkwk,Terindikasi Self-Harm
7005,sering nder jumat kayak ayo tonjok semua sana duduk sama orang kayak cekek ayo makanya gue tuh suka nyakar tangan sendiri biar tetap sadar,Terindikasi Self-Harm
7006,betul banget aku tadi sore enggak ada cutter akhirny sakit diri sendiri nyakar tangan luka susah banget otak addict sama jadi kalo masalah lari kesitu,Terindikasi Self-Harm
7007,selalu salut sama ciwi punya kuku panjang mana bersih awat aku kuku tangan nongol dikit auto nyakar muka sendiri kayak bayi tau perih,Terindikasi Self-Harm
7008,iya sama kalo enggak tenang suka gigit kuku kalo enggak suka nyakar tangan sendiri,Terindikasi Self-Harm
7009,jujur gue enggak bisa kayak kalo buat gue emosi drop gue selalu sakit diri sendiri entah nyakar tangan sendiri ngejambak rambut sendiri nabok kepala tembok,Terindikasi Self-Harm
7010,alas bayi dipakein sarung tangan soal kalo enggak luka diri sendiri entah nyakar muka sendiri jambak rambut sendiri huhu kasihan adek bayi,Non Self-Harm
7011,menang mukul kepala sama nyakar tangan sendiri,Terindikasi Self-Harm
7012,main suka tiba serang tangan kaki kalo gerak kalo mau nyium nyakar muka kalo majikan sendiri cakar pas misahin antem sama kucing mau kasih makan malah serang kaki bengkak hari,Non Self-Harm
7013,sumpah nyakar tangan sendiri enak banget,Terindikasi Self-Harm
7014,enggak nyakar tangan sendiri gua mandi perih banget anjshskksvsks,Terindikasi Self-Harm
7015,semua jari tangan gue mulai ngelupas keriput wkwk begini efek neken tusuk nyakar jari sendiri,Terindikasi Self-Harm
7016,makadari sarung tangan khusus bayi biar enggak nyakar diri sendiri,Non Self-Harm
7017,aku nyakar tangan sendiri,Terindikasi Self-Harm
7018,iya gue kucing rawr mau nyakar tangan sendiri biar coret,Non Self-Harm
7019,enggak ingat kapan mulai lihat orang tua antem sedikit bikin aku puruk banget nyakar tangan sendiri ibu santai omong bakal cerai sama ajik ku pas aku umur tahun sana aku bikin plan buat jangan nikah lihat lingkung,Terindikasi Self-Harm
7020,tarik rambut padahal kusut narikin kuping panas teriak enggak ada suara nendang cuma berani nendang angin tangan mau nyakar cuma nyakar kulit sendiri,Terindikasi Self-Harm
7021,suka nyakar tangan sendiri suka reflek padahal sakit nanti,Terindikasi Self-Harm
7022,aku pernah rasai selfharm lama tahun enggak parah banget cuma kayak kalo emosi aku nyakar tangan sendiri darah terus kalo sedih suka jedotin kepala enggak darah kok aman wkwk aku enggak sadar kalo selfharm masa memang enggak punya,Terindikasi Self-Harm
7023,diam nyakar cubit tangan sendiri,Terindikasi Self-Harm
7024,terimakasih semua mood aku baik aku enggak berhentiin tangan aku biar enggak nyakar belakang leher aku kalo moodku baik tangan bethenti sendiri,Terindikasi Self-Harm
7025,sama aku nyakar tangan aku sendiri darah pukul kaki aku kalo marah enggak pernah luapin orang aku kadang malah siksa diri ku sendiri aku pesan jangan buat aku marahh marah enggak diungkapin mudah,Terindikasi Self-Harm
7026,kayak sebenrnya perilaku kayak begini aku mulai sama kayak nyata aku suka nyakar tangan sendiri tiap ajar aku suka tampar diri sendiri tiap kali ridi,Terindikasi Self-Harm
7027,bego banget gua nyakar tangan sendiri wkwk,Terindikasi Self-Harm
7028,apa enggak sadar kali pas tidur nyakar tangan sendiri,Non Self-Harm
7029,pendek kalo kuku panjang suka nyakar tangan sendiri,Terindikasi Self-Harm
7030,kemarin benar parah banget gila nyakar tangan sendiri untung kuku gapanjang ngasihtau coret kertas gangaruh akhir aku cakar tangan satu udahnya pas renung rasa salah menang,Terindikasi Self-Harm
7031,niat lu apa bego hah enggak paham psikologi jingan memang lu enggak ada ngehargain orang enak jidat kirim gambar begitu nih tangan gua getar bego mata enggak tutup pengin nyakar diri sendiri rasa sakittt lu enggak respect banget anjeng,Terindikasi Self-Harm
7032,kalau tahan emosi aku suka nyakar tangan sendiri lecet lalu luka,Terindikasi Self-Harm
7033,rasa kayak sek bingung bagaimana lampiasinnya akhir coba buat nyakar tangan sendiri merah baru rasa sedikit lega,Terindikasi Self-Harm
7034,marah banget sama diri sendiri waktu lihat tl cutting you know what aku ikut nyakar nyakarin tangan kayak cutting sini aku enggak salah cutting sama sekali enggak aku tau punya beban berat aku benar benar marah sama diri sendiri,Terindikasi Self-Harm
7035,kurang doang ujung nya sesal jangan aku sesal pernah nyakar sama gigit tangan sendiri kalo cutting,Terindikasi Self-Harm
7036,suka gigitin tangan terus nyakar badan sendiri masuk selfharm gaksi kayak sih enggak arti aman,Terindikasi Self-Harm
7037,sadis kuku gue nyakar tangan sendiri kelupas,Terindikasi Self-Harm
7038,kalau aku nyakar tangan sendiri ditancepin ngegenggam tangan kalau kesel banget tinggal jejak,Terindikasi Self-Harm
7039,nyakar tangan sendiri masuk selfharm enggak kalo kesel stres soal suka nyakar tangan sendiri,Terindikasi Self-Harm
7040,pukul muka tarik rambut sama nyakar tangan pakai kuku sendiri enggak pakai genteng wkwkwk,Terindikasi Self-Harm
7041,marah marah sendiri lempar hp kasur teriak kadang nyakar diri tangan sendiri kalo kesel bgttttt ekwk pakai brackets enggak sih pakai,Terindikasi Self-Harm
7042,aku kalau marah nyakar tangan sendiri menang,Terindikasi Self-Harm
7043,kalo kucing aku basahin dulu kaki full siram dikit dikit tangan habis baru siram siram badan pakai tangan jangan langsung guyur auto nyakar mah habis baru peluk pakai anduk biar enggak dingin kalo mau ngeringin sendiri enggak apa,Non Self-Harm
7044,wa gila gue nyakar diri sendiri kulit gue ngelupas woii mana dekat gelang tangan,Terindikasi Self-Harm
7045,iya tuh aku kasihin sarung tangan biar enggak nyakar pipi sendiri,Terindikasi Self-Harm
7046,gue nyakar tangan sendiri habis lihat changkyun tambah sakit mah,Terindikasi Self-Harm
7047,nyakar nyakarin tangan sendiri,Terindikasi Self-Harm
7048,nyakar tangan sendiri baret,Terindikasi Self-Harm
7049,gue suka bayang tangan gua sayat pakai piso kok gue suka mau nyakar diri sendiri,Terindikasi Self-Harm
7050,nyakar tangan sendiri sakit cuy,Terindikasi Self-Harm
7051,ifkr nyakar tangan sendiri aku ha ahahahaha,Terindikasi Self-Harm
7052,sakit habis nyakar tangan sendiri,Terindikasi Self-Harm
7053,saking kesel nyakar tangan sendiri,Terindikasi Self-Harm
7054,nyakar tangan sendiri huuuhuuu huu,Terindikasi Self-Harm
7055,aku nyakar tangan aku sendiri,Terindikasi Self-Harm
7056,barusan nyakar tangan sendiri,Terindikasi Self-Harm
7057,nyakar tangan sendiri daebak,Terindikasi Self-Harm
7058,gegara nyakar tangan sendiri akhirnyaaa gue ilfil sama kuku gue sendiri,Terindikasi Self-Harm
7059,nyakar tangan sendiri perih banget,Terindikasi Self-Harm
7060,nyakar tangan pakai kuku sendiri hua sial,Terindikasi Self-Harm
7061,coba nyakar tangan sendiri pakai tangan sendiri nyata sakit sendiri kasihan banget ari sering gue cakarin sakit sendiri,Terindikasi Self-Harm
7062,gue kemarin nyakar tusuk pakai kuku tangan gue sendiri ngebekas sekarang gara lihat orang sebal,Terindikasi Self-Harm
7063,gue nyakar tangan sendiri doh,Terindikasi Self-Harm
7064,kuku tangan tajem beneeerrrr kali nyakar diri sendiri,Terindikasi Self-Harm
7065,kadang suka nyakar nyakar tangan sendiri enggak gigitin pinggir bantal kalo lihat yoseob aegyo,Terindikasi Self-Harm
7066,nyakar tangan sendiri bedarah bgo,Terindikasi Self-Harm
7067,sakit nyakar tangan sendiri,Terindikasi Self-Harm
7068,pas gue putus enggak tau gue senang pas tau punya pacar nyakar nyakar tangan sendiri sesal banget,Terindikasi Self-Harm
7069,nyakar tangan sendiri enggak buat cengkraman tadi,Terindikasi Self-Harm
7070,gara minhyuk nyakar tangan sendiri gua,Terindikasi Self-Harm
7071,gue nyakar tangan gue sendiri kulit nimbul begini seram banget sih,Terindikasi Self-Harm
7072,saking emosi tadi nyakar tangan sendiri sekarang malah jadi luka merah,Terindikasi Self-Harm
7073,aduh goblok nyakar tangan sendiri kali kali,Terindikasi Self-Harm
7074,nyakar tangan sendiri jadi sakit sendiri lu lu,Terindikasi Self-Harm
